classification,mapped_internal_status,automation_note,id,npdes_id,source,severity,description,internal_value,external_value,internal_source_table,internal_source_id,external_source_id,detected_at,reviewed_at,updated_at,dismiss_reason,review_notes,recurrence_count
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,d5fbe0b1-70ac-4eb2-b82a-8742824f3a3e,WV0065048,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,7ebfb073-7003-4445-bd8b-f52dd391613c,728451f5-a5d7-4716-be9b-8d4338309aaa,2026-07-02T22:31:22.058245+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,b9509aef-9ddb-4547-bea9-3be68e335b10,WV1005774,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,7b5d08c5-4475-45af-80d3-8e519d3b201e,b460822e-738c-4cda-940f-9a92ce84994c,2026-07-02T22:31:37.099195+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,d83f2487-1c94-4bb1-b779-17aa3b80f68c,WV1005952,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,a996cb8a-f663-447f-a5b3-c7a96be082a0,e139273f-880f-4ac9-9492-4377c9f6109c,2026-07-02T22:31:43.143531+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,24485118-7aba-4cca-a812-9af20c537471,WV1005979,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,a476e778-af3c-4a08-ad66-48da0d450fb3,56459f10-b576-47bd-8ea6-bf2e968a5fc0,2026-07-02T22:31:46.237418+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,9a36bf5f-8478-4298-a129-716c055077b9,WV1005987,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,c37191a5-6a65-4ac2-9d23-c93eaaaa1982,5263bdfd-9fd9-4a7a-88e6-a2431653d1a4,2026-07-02T22:31:49.263565+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,6efb696b-8598-450a-b96c-605a1728986d,WV1006070,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,9822c076-b36e-4926-8e61-e5b523e9381c,c17de4be-2262-49f3-9ab7-633ee4246ec8,2026-07-02T22:31:55.368662+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,d01c5195-5970-4c2a-9206-99080854967c,WV1006347,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,0ae7c777-1f26-4ee8-b3a6-14fdbc1cee45,a7312531-92f8-4480-8190-e3792e4a02a2,2026-07-02T22:32:02.68203+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,9469ce4f-96e3-406f-bdd4-1c0ab961ea36,WV1006479,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,e9b22215-0c48-4493-af81-e3a0d504eedb,b0b64e0d-8b66-41c5-8101-1276f8fbcc60,2026-07-02T22:32:05.332567+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,c55ce93f-8d5d-4734-a045-bd21c66b0330,WV1006614,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,cdb41931-5bb3-46b5-b335-29207a39d345,5d6aaf35-a3b7-44c8-a488-1fcb3f9c7de2,2026-07-02T22:32:07.636724+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,6d2473f7-0325-4ec9-9ff3-ed71cad870ff,WV1006681,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,d8eae323-5d54-42f8-8a3e-c926bcaeb0d5,16cc1cbd-0f1a-499c-a358-3afa11ee3330,2026-07-02T22:32:10.827379+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,5c00f121-cd4d-4b9a-b8e6-27d23a21f7d9,WV1008552,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,1fc5b1f8-d79b-42b2-b4c6-f7ca9ead32f5,cba7eef5-450c-4691-b972-aa9640514f39,2026-07-02T22:32:13.805475+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,833fd82d-4b82-4685-9901-39c73c07c603,WV1008838,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,27294604-fbaa-4f49-8e69-21271dc8d9a4,e961e182-bc71-432e-b15c-686507f144e9,2026-07-02T22:32:19.886209+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,50c2e20e-1073-495c-9946-2c048eb72ffd,WV1012088,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,fcbc274f-dc41-4287-8f0f-10e2469ea5a2,970e7c24-e8c6-4dd2-a389-91177d3f50f8,2026-07-02T22:32:26.003591+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,61ac01fa-391c-45ff-ab08-1366d878e41f,WV1016539,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,97c17843-6b76-4f1d-81d2-e06bfe92b77e,5695d7dc-5fb7-4206-8d97-2bf5c3cd7b35,2026-07-02T22:32:35.042932+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,b69ae5cb-1f51-498e-b514-6e227c7e6870,WV1018663,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,53bd18ee-576b-4cc1-bfe1-2f340bcb206f,de86a2dc-f5ec-4840-ae8d-dca9fbfd418c,2026-07-02T22:32:38.251174+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,93a1fe26-0084-4eb3-9d9a-fc8d5b8c4f28,WV1018698,echo,medium,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,5a7100e5-cc3c-4fa0-8c53-506011ece268,0b7261ea-be06-43dd-89ae-a7bd163f4510,2026-07-02T22:32:41.248984+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,72fa8f19-a0db-41d8-824f-1278bfc24716,WV1018736,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,bd777af5-934d-4ad6-8035-df3095e81160,24fa8aaf-9c00-4848-bdc7-fc1bf51700c6,2026-07-02T22:32:47.848341+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,501cf91a-813a-4288-8d69-1f631ee954c5,WV1022580,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,e88a22f3-620d-4164-bba6-e895733f8112,15d406b9-d048-4d03-a78b-ae7df164d474,2026-07-02T22:33:33.914396+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,4f5a6138-140d-41ec-a79c-5886e3084e41,WV1022652,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,ebb84dbc-3b2b-430b-b56c-9d35690f36b2,04e6d8fb-8144-435d-9912-d3343a4d08ed,2026-07-02T22:33:36.773792+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,a7b752d1-6188-427c-842c-79eaa04baf71,WV1024078,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,bde5f350-f465-4160-9a15-f42728ee97fd,25fb153c-8d15-4eab-b503-a7e6797ca81a,2026-07-02T22:33:42.674382+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,2d9b512f-6fa7-43a8-91ed-198621214d49,WV1024167,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,77b34452-fad4-4bd5-8f23-2a5ebd409fed,b0bdff38-b052-4ef4-8fdd-2597c1b0def6,2026-07-02T22:33:58.167641+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,3f7e0bd9-dd1a-4fcd-9d56-6af4da7e8970,WV1024230,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,20538c3d-b38b-4570-ba77-9855e8f6d225,696d92f7-a19b-41f1-a200-656a108ce886,2026-07-02T22:34:01.260253+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,8edba2a1-5e7b-4f3c-97a0-55a984e844c0,WV1026861,echo,medium,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,707316e7-6a9f-4607-a504-bf1c6621a65e,474f9740-554f-46fb-9ad5-fcbdc31ce849,2026-07-02T22:34:23.285026+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
dismiss_with_note,active,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,0ee2d0d7-1977-4c88-9f0e-d970f9fd931a,WV1028324,echo,critical,"Permit status mismatch: internal=""active"" vs ECHO=""Effective""",active,Effective,npdes_permits,92cb4f1e-cc24-43c3-bf00-fb79570128ca,c97c0be5-424c-491c-9424-4258222f1869,2026-07-02T22:34:34.938914+00:00,2026-07-03T21:23:46.218+00:00,2026-07-03T21:23:46.218+00:00,Internal status already matches ECHO semantic status,Auto-dismissed by Slice 4 closeout: ECHO permit_status maps to the current internal npdes_permits.status; no permit lifecycle change required.,1
